,NAME,ADDRESS,CITY,STATE,ZIP,LEVEL,ENROLLMENT,START_GRADE,END_GRADE,DISTRICT_ID
0,LOGANSPORT JUVENILE COR FAC,LOGANSPORT ST HOSP-WEST SIDE,LOGANSPORT,IN,46947,3,122,07,12,1800006
1,NORTHEASTERN ELEMENTARY SCH,534 W WALLACE RD,FOUNTAIN CITY,IN,47341,1,551,PK,05,1808190
2,HAZEL DELL ELEMENTARY SCHOOL,3025 WESTFIELD RD,NOBLESVILLE,IN,46062,1,702,PK,05,1807650
3,BROWNSBURG WEST MIDDLE SCHOOL,1555 S ODELL ST,BROWNSBURG,IN,46112,2,914,06,08,1801020
4,FRANKLIN ELEMENTARY SCHOOL,410 W MIAMI AVE,LOGANSPORT,IN,46947,1,398,KG,05,1806030
5,CONCORD WEST SIDE ELEM SCHOOL,230 W MISHAWAKA RD,ELKHART,IN,46517,1,509,KG,04,1802400
6,CRISPUS ATTUCKS MEDICAL MAGNET HS,1140 DR M LUTHER KING JR ST,INDIANAPOLIS,IN,46202,3,540,09,12,1804770
7,MORGAN TOWNSHIP ELEMENTARY SCHOOL,299 S SR 49,VALPARAISO,IN,46383,1,334,KG,05,1809000
8,SYCAMORE ELEMENTARY SCHOOL,7878 E CR 100 N,AVON,IN,46123,1,420,KG,04,1800270
9,INDIANAPOLIS METROPOLITAN HIGH SCH,1635 W MICHIGAN ST,INDIANAPOLIS,IN,46222,3,261,09,12,1800064
10,SILVER CREEK HIGH SCHOOL,557 RENZ AVE,SELLERSBURG,IN,47172,3,890,09,12,1809370
11,SOUTHPORT 6TH GRADE ACADEMY,5715 S KEYSTONE AVE,INDIANAPOLIS,IN,46227,2,545,06,06,1808820
12,FISHERS ELEMENTARY SCHOOL,11442 LANTERN RD,FISHERS,IN,46038,1,467,KG,04,1810650
13,VIRGIL I BAILEY ELEMENTARY SCHOOL,2100 UNION ST,LAKE STATION,IN,46405,1,384,KG,06,1802910
14,FISHERS JUNIOR HIGH SCHOOL,13257 CUMBERLAND RD,FISHERS,IN,46038,2,1072,07,08,1810650
15,SCIPIO ELEMENTARY SCHOOL,6320 N HWY 7,SCIPIO,IN,47273,1,300,KG,06,1805190
16,ABRAHAM LINCOLN ELEM SCH,4221 TOWLE AVE,HAMMOND,IN,46327,1,661,PK,05,1804320
17,BROWN COUNTY JUNIOR HIGH,95 S SCHOOLHOUSE LN,NASHVILLE,IN,47448,2,323,07,08,1800960
18,HAYDEN ELEMENTARY SCHOOL,55 S CR 685 W,HAYDEN,IN,47245,1,268,KG,06,1805190
19,CEDAR ELEMENTARY SCHOOL,685 S AVON AVENUE,AVON,IN,46123,1,687,KG,04,1800270
20,EAST CENTRAL HIGH SCHOOL,1 TROJAN PL,ST LEON,IN,47012,3,1306,09,12,1811190
21,LANDIS ELEMENTARY SCHOOL,1 LANDIS LN,LOGANSPORT,IN,46947,1,786,KG,05,1806030
22,UNION ELEMENTARY SCHOOL,11750 E 300 S,ZIONSVILLE,IN,46077,1,583,PK,04,1802830
23,CHURUBUSCO JR-SR HIGH SCHOOL,1 EAGLE DR,CHURUBUSCO,IN,46723,4,660,06,12,1810230
24,THE EXCEL CENTER - ANDERSON,630 NICHOLS AVE,ANDERSON,IN,46016,3,339,09,12,1800116
25,ROSSVILLE MIDDLE/SENIOR HIGH SCH,1 ROBERT EGLY DR,ROSSVILLE,IN,46065,4,580,06,12,1809720
26,ALLEN ELEMENTARY SCHOOL,1115 E BRADFORD ST,MARION,IN,46952,1,387,KG,04,1806390
27,CENTER GROVE MIDDLE SCHOOL NORTH,202 N MORGANTOWN RD,GREENWOOD,IN,46142,2,884,06,08,1801440
28,CRAWFORD COUNTY JR-SR HS,1130 S SR 66,MARENGO,IN,47140,3,714,07,12,1802440
29,TRI-COUNTY INTERMEDIATE SCHOOL,200 W NORTH,WOLCOTT,IN,47995,1,222,03,06,1811430
30,ARGOS COMM JR-SR HIGH SCHOOL,500 YEARICK AVE,ARGOS,IN,46501,3,290,07,12,1800180
31,JIMTOWN JUNIOR HIGH SCHOOL,58903 CR 3 S,ELKHART,IN,46517,2,319,07,08,1800420
32,THOMAS CARR HOWE COMM HIGH SCHOOL,4900 JULIAN AVE,INDIANAPOLIS,IN,46201,3,633,07,12,1800126
33,CHRISTEL HOUSE ACADEMY SOUTH,2717 S EAST ST,INDIANAPOLIS,IN,46225,4,635,KG,12,1800018
34,JAMES WHITCOMB RILEY ELEM SCH,1008 UPPER 11TH ST,VINCENNES,IN,47591,1,179,KG,05,1812120
35,CLAY CITY ELEMENTARY SCHOOL,681 N LANKFORD ST,CLAY CITY,IN,47841,1,364,KG,06,1800840
36,RYAN PARK ELEMENTARY SCH,1000 S JOHN MCBRIDE AVE,ANGOLA,IN,46703,1,443,KG,05,1811100
37,ELIZABETH STARR ACAD FOR YOUNG ENT,301 N 19TH ST,RICHMOND,IN,47374,1,384,PK,04,1809510
38,JAC-CEN-DEL ELEMENTARY,4544 N US 421,OSGOOD,IN,47037,1,435,KG,06,1804800
39,EDGELEA ELEMENTARY SCHOOL,2910 S 18TH ST,LAFAYETTE,IN,47909,1,616,KG,04,1805400
40,GEORGE WASHINGTON COMMUNITY HS,2215 W WASHINGTON ST,INDIANAPOLIS,IN,46222,3,848,09,12,1804770
41,WEST WASHINGTON ELEM SCH,8030 W BATT RD,CAMPBELLSBURG,IN,47108,1,410,KG,06,1812930
42,WINSLOW ELEMENTARY SCHOOL,301 E PORTER ST,WINSLOW,IN,47598,1,313,PK,05,1808900
43,LINCOLN MIDDLE SCHOOL,205 PARKWAY DR,CAMBRIDGE CITY,IN,47327,2,230,06,08,1813050
44,PENDLETON ELEMENTARY SCHOOL,327 S EAST ST,PENDLETON,IN,46064,1,927,PK,06,1810440
45,LITTLE QUAKERS ACADEMY,401 ELM DR,PLAINFIELD,IN,46168,1,73,PK,PK,1808970
46,EVERTON ELEMENTARY SCHOOL,2440 E EVERTON RD,CONNERSVILLE,IN,47331,1,263,KG,06,1803510
47,FRONTIER JR-SR HIGH SCHOOL,109 N SIXTH ST,CHALMERS,IN,47929,3,349,07,12,1803810
48,TAYLOR ELEMENTARY SCHOOL,5500 WEA DR,KOKOMO,IN,46902,1,547,PK,05,1811250
49,CLARK ELEMENTARY SCHOOL,CR 700 N & 575 E,FRANKLIN,IN,46131,1,614,KG,04,1801890
50,ROCHESTER COMMUNITY HIGH SCH,1 ZEBRA LN,ROCHESTER,IN,46975,3,532,09,12,1809630
51,PRINCETON COMM INTERMEDIATE SCHOOL,1108 N EMBREE ST,PRINCETON,IN,47670,1,480,01,05,1807770
52,SARAH SCOTT MIDDLE SCH,1000 GRANT ST,TERRE HAUTE,IN,47802,2,461,06,08,1812090
53,LONGFELLOW ELEMENTARY SCHOOL,45TH/CALHOUN STS,GARY,IN,46408,1,540,KG,05,1805460
54,WAKARUSA ELEMENTARY SCHOOL,400 N WASHINGTON ST,WAKARUSA,IN,46573,1,560,KG,05,1812240
55,CENTRAL ELEMENTARY SCHOOL,110 WABASH ST,PLAINFIELD,IN,46168,1,573,KG,05,1808970
56,GUION CREEK MIDDLE SCHOOL,4401 W 52ND ST,INDIANAPOLIS,IN,46254,2,923,06,08,1808910
57,SILVER CREEK MIDDLE SCHOOL,495 N INDIANA AVE,SELLERSBURG,IN,47172,2,709,06,08,1809370
58,NEW PALESTINE ELEMENTARY SCHOOL,4801 S 500 W,NEW PALESTINE,IN,46163,1,602,PK,06,1810710
59,SOUTH VERMILLION MIDDLE SCH,950 W WILDCAT DR,CLINTON,IN,47842,2,442,06,08,1810590
60,DEER RUN ELEMENTARY,5401 N HIGH SCHOOL RD,INDIANAPOLIS,IN,46254,1,740,KG,05,1808910
61,NORTH SIDE MIDDLE SCHOOL,300 LAWRENCE ST,ELKHART,IN,46514,2,680,07,08,1803270
62,BLOOMINGTON HIGH SCHOOL NORTH,3901 N KINSER PIKE,BLOOMINGTON,IN,47404,3,1588,09,12,1800630
63,CORYDON CENTRAL JR HIGH SCH,377 COUNTRY CLUB RD,CORYDON,IN,47112,2,375,07,08,1810360
64,CAREER ACADEMY AT SOUTH BEND,3801 CRESCENT CIR,SOUTH BEND,IN,46628,4,509,05,12,1800101
65,THOMPSON CROSSING ELEMENTARY SCHL,7525 E THOMPSON RD,INDIANAPOLIS,IN,46239,1,609,KG,05,1803750
66,WASHINGTON DISCOVERY ACADEMY,1500 LAKE AVE,PLYMOUTH,IN,46563,1,409,KG,04,1809060
67,HAWTHORNE ELEMENTARY SCHOOL,501 W LUSHER AVE,ELKHART,IN,46517,1,512,PK,06,1803270
68,HIGHLAND HIGH SCHOOL,9135 ERIE ST,HIGHLAND,IN,46322,3,1118,09,12,1804560
69,JERRY ROSS ELEMENTARY SCHOOL,11319 RANDOLPH ST,CROWN POINT,IN,46307,1,503,03,05,1802490
70,SEYMOUR SENIOR HIGH SCHOOL,1350 W 2ND ST,SEYMOUR,IN,47274,3,1299,09,12,1810080
71,COLD SPRING SCHOOL,3650 COLD SPRING RD,INDIANAPOLIS,IN,46222,1,294,KG,06,1804770
72,ROOSEVELT ELEMENTARY SCHOOL,201 W WOLF AVE,ELKHART,IN,46516,1,641,PK,06,1803270
73,HOMAN ELEMENTARY SCHOOL,210 E JOLIET,SCHERERVILLE,IN,46375,1,556,PK,04,1805450
74,MONTPELIER SCHOOL,107 E MONROE ST,MONTPELIER,IN,47359,1,223,KG,06,1800570
75,PETTIT PARK SCHOOL,901 W HAVENS,KOKOMO,IN,46901,1,312,PK,05,1805370
76,CARL G FISHER ELEM SCHOOL 1,5151 W 14TH ST,SPEEDWAY,IN,46224,1,183,PK,06,1810920
77,CRAWFORDSVILLE SR HIGH SCHOOL,ONE ATHENIAN DR,CRAWFORDSVILLE,IN,47933,3,653,09,12,1802460
78,SYRACUSE ELEMENTARY SCHOOL,502 W BROOKLYN ST,SYRACUSE,IN,46567,1,528,KG,05,1805550
79,HAL E CLARK MIDDLE SCHOOL,8915 W 93RD AVE,SAINT JOHN,IN,46373,2,1134,05,08,1805450
80,THEODORE ROOSEVELT CAR & TECH ACAD,730 W 25TH AVE,GARY,IN,46407,3,571,07,12,1800119
81,PORTAGE HIGH SCHOOL,6450 US HWY 6,PORTAGE,IN,46368,3,2494,09,12,1809150
82,THOMAS JEFFERSON MIDDLE SCH,1600 ROOSEVELT RD,VALPARAISO,IN,46383,2,670,06,08,1811970
83,WORTHINGTON ELEMENTARY SCHOOL,484 W MAIN ST,WORTHINGTON,IN,47471,1,251,PK,06,1800008
84,JOHN W KENDALL ELEM SCHOOL,2009 W KEM RD,MARION,IN,46952,1,409,KG,04,1806390
85,HAMILTON HEIGHTS MIDDLE SCH,420 W NORTH ST -   609,ARCADIA,IN,46030,2,559,06,08,1804260
86,BLUE RIVER VALLEY JR-SR HS,4741 N HILLSBORO RD,NEW CASTLE,IN,47362,3,266,07,12,1800660
87,MARY DALY ELEMENTARY SCHOOL,1735 STRONG AVE,ELKHART,IN,46514,1,563,KG,06,1803270
88,NORTHERN HEIGHTS ELEMENTARY SCH,5209 N SR 109,COLUMBIA CITY,IN,46725,1,495,KG,05,1802280
89,DIXIE BEE ELEMENTARY SCHOOL,1655 E JESSICA DR,TERRE HAUTE,IN,47802,1,654,KG,05,1812090
90,CENTRAL ELEMENTARY SCHOOL,208 S 9TH ST,CLINTON,IN,47842,1,370,PK,05,1810590
91,THE ACAD OF SCI & ENTREPRENEURSHIP,444 S PATTERSON DR,BLOOMINGTON,IN,47403,3,96,09,12,1800630
92,PARKWOOD ELEMENTARY SCHOOL,748 SPICEWOOD DR,CLARKSVILLE,IN,47129,1,570,KG,05,1803940
93,ADAMS CENTRAL MIDDLE SCHOOL,222 W WASHINGTON ST,MONROE,IN,46772,2,284,06,08,1800060
94,MORRISTOWN ELEMENTARY SCHOOL,307 W MAIN ST -   910,MORRISTOWN,IN,46161,1,311,PK,05,1803210
95,AUSTIN HIGH SCHOOL,401 S HWY 31,AUSTIN,IN,47102,3,405,09,12,1809990
96,NOBLESVILLE EAST MIDDLE SCHOOL,1625 FIELD DR,NOBLESVILLE,IN,46060,2,1018,06,08,1807650
97,OWEN VALLEY MIDDLE SCHOOL,626 W ST HWY 46,SPENCER,IN,47460,2,430,07,08,1810950
98,PAUL I MILLER SCHOOL 114,2251 S SLOAN AVE,INDIANAPOLIS,IN,46203,1,519,PK,06,1804770
99,HETH-WASHINGTON ELEM SCHOOL,2450 HETH-WASHINGTON RD SW,CENTRAL,IN,47110,1,187,PK,06,1810360
100,NEW HAVEN INTERMEDIATE SCHOOL,1065 WOODMERE DR,NEW HAVEN,IN,46774,1,416,03,05,1802850
101,WABASH MIDDLE SCHOOL,150 COLERAIN ST,WABASH,IN,46992,2,432,05,08,1812150
102,CHESTERTON SENIOR HIGH SCHOOL,2125 S 11TH ST,CHESTERTON,IN,46304,3,2029,09,12,1802800
103,LAKE HILLS ELEMENTARY SCHOOL,201 FERGUSON RD,MICHIGAN CITY,IN,46360,1,515,KG,06,1806570
104,JOHN GLENN HIGH SCHOOL,201 JOHN GLENN DR,WALKERTON,IN,46574,3,625,09,12,1809120
105,KEY LEARNING COMMUNITY HIGH SCHOOL,777 S WHITE RIVER PKWY W DR,INDIANAPOLIS,IN,46221,3,56,09,12,1804770
106,BATESVILLE MIDDLE SCHOOL,201 N MULBERRY ST,BATESVILLE,IN,47006,2,482,06,08,1800390
107,ALEXANDRIA-MONROE HIGH SCHOOL,1 BURDEN CT,ALEXANDRIA,IN,46001,3,787,07,12,1800120
108,VAN BUREN ELEMENTARY SCHOOL,2075 E CR 1200 N,BRAZIL,IN,47834,1,251,KG,05,1800840
109,EAST WASHINGTON ACADEMY,1000 E WASHINGTON,MUNCIE,IN,47305,1,403,KG,05,1807320
110,MADISON PRIMARY CENTER,832 N LAFAYETTE BLVD,SOUTH BEND,IN,46601,1,425,KG,04,1810290
111,NEW WASHINGTON ELEM SCHOOL,224 POPLAR -   130,NEW WASHINGTON,IN,47162,1,331,PK,05,1803940
112,EASTSIDE JUNIOR-SENIOR HIGH SCH,603 E GREEN ST,BUTLER,IN,46721,3,608,07,12,1803060
113,NORTH POSEY SR HIGH SCH,5900 HIGH SCHOOL RD,POSEYVILLE,IN,47633,3,485,09,12,1807950
114,TINDLEY PREPARATORY ACADEMY,4010 SHERMAN DRIVE,INDIANAPOLIS,IN,46205,2,301,05,08,1800128
115,BAILLY ELEMENTARY SCHOOL,800 S 5TH ST,CHESTERTON,IN,46304,1,427,KG,04,1802800
116,BLUE RIVER VALLEY ELEM SCHOOL,4713 N HILLSBORO RD,NEW CASTLE,IN,47362,1,379,PK,06,1800660
117,FLOYD CENTRAL HIGH SCHOOL,6575 OLD VINCENNES RD,FLOYD KNOBS,IN,47119,3,1695,09,12,1807410
118,J WILBUR HALEY ELEMENTARY SCH,2201 MAPLECREST RD,FORT WAYNE,IN,46815,1,577,PK,05,1803630
119,GOLD ACADEMY,5650 MANN RD,INDIANAPOLIS,IN,46221,1,591,01,06,1802640
120,THOMAS JEFFERSON ELEM SCH,1700 ROOSEVELT RD,VALPARAISO,IN,46383,1,301,KG,05,1811970
121,DALEVILLE JR/SR HIGH SCHOOL,8400 S BRONCO DR,DALEVILLE,IN,47334,3,406,07,12,1809840
122,CONCORD INTERMEDIATE SCHOOL,59197 CR 13 S,ELKHART,IN,46517,1,777,03,06,1802400
123,WAYNE CENTER ELEM SCH,1231 E APPLEMAN RD,KENDALLVILLE,IN,46755,1,365,PK,07,1802970
124,SEEGER MEMORIAL JR-SR HS,1222 S SR 263,WEST LEBANON,IN,47991,3,557,07,12,1806080
125,LINCOLN ELEMENTARY SCHOOL,10280 N 450 E,DEMOTTE,IN,46310,1,351,KG,06,1807920
126,TEKOPPEL ELEMENTARY SCHOOL,111 N TEKOPPEL AVE,EVANSVILLE,IN,47712,1,507,KG,05,1803450
127,HORACE MANN ELEMENTARY SCHOOL,2485 WATERWORKS RD,HUNTINGTON,IN,46750,1,113,PK,PK,1804710
128,TOWNE MEADOW ELEMENTARY SCH,10850 TOWNE RD,CARMEL,IN,46032,1,697,PK,05,1801200
129,INDIAN TRAIL ELEM SCH,3214 S SR 104,LAPORTE,IN,46350,1,322,PK,05,1805580
130,BOONE GROVE HIGH SCHOOL,260 S 500 W,VALPARAISO,IN,46385,3,505,09,12,1809180
131,SAWMILL WOODS ELEMENTARY SCHOOL,700 SAWMILL RD,NEW WHITELAND,IN,46184,1,322,KG,01,1801890
132,NORTH VERNON ELEMENTARY SCHOOL,810 W WALNUT,NORTH VERNON,IN,47265,1,683,KG,06,1805190
133,DEKALB MIDDLE SCHOOL,3338 CR 427,WATERLOO,IN,46793,2,876,06,08,1801590
134,GARY MIDDLE COLLEGE,556 WASHINGTON ST,GARY,IN,46402,3,198,09,12,1800102
135,DALEVILLE ELEMENTARY SCHOOL,8600 S BRONCO DR,DALEVILLE,IN,47334,1,507,KG,06,1809840
136,MONROVIA ELEMENTARY SCHOOL,395 S CHESTNUT ST,MONROVIA,IN,46157,1,645,PK,05,1804140
137,EMMONS ELEMENTARY SCHOOL,1306 S MAIN ST,MISHAWAKA,IN,46544,1,390,KG,06,1806840
138,NORTH CENTRAL HIGH SCHOOL,1801 E 86TH ST,INDIANAPOLIS,IN,46240,3,3518,09,12,1812720
139,COMMUNITY YOUTH SERVICES,315 NW 3RD ST,RICHMOND,IN,47374,4,99,KG,12,1809510
140,STOCKWELL ELEMENTARY SCHOOL,2501 N STOCKWELL RD,EVANSVILLE,IN,47715,1,609,KG,05,1803450
141,CLARK PLEASANT MIDDLE SCH,1354 E WORTHSVILLE ROAD,GREENWOOD,IN,46143,2,988,07,08,1801890
142,DELPHI COMMUNITY ELEMENTARY SCHOOL,300 W VINE ST,DELPHI,IN,46923,1,658,PK,05,1802700
143,KNIGHTSTOWN INTERMEDIATE SCHOOL,1 PANTHER TRL,KNIGHTSTOWN,IN,46148,2,458,04,08,1801060
144,UNIONVILLE ELEMENTARY SCHOOL,8144 E SR 45,UNIONVILLE,IN,47468,1,217,KG,06,1800630
145,HIGHLAND MIDDLE SCHOOL,2108 E 200 N,ANDERSON,IN,46012,2,1453,06,08,1800150
146,ALLEN CO YOUTH SERVICES CTR,11805 LIMA RD,FORT WAYNE,IN,46818,4,12,04,11,1808250
147,SOUTH NEWTON SENIOR HIGH SCH,13102 S 50 E,KENTLAND,IN,47951,3,252,09,12,1810470
148,CREEKSIDE ELEMENTARY SCH,700 E SR 44,FRANKLIN,IN,46131,1,581,KG,04,1803690
149,LEBANON SENIOR HIGH SCHOOL,510 ESSEX DR,LEBANON,IN,46052,3,1015,09,12,1805790
150,MARLIN ELEMENTARY SCHOOL,1655 E BETHEL LN,BLOOMINGTON,IN,47408,1,228,KG,06,1800630
151,ROBERT C HARRIS ELEM SCH,4501 THORNGATE DR,FORT WAYNE,IN,46835,1,444,KG,05,1803630
152,WANATAH SCHOOL,309 SCHOOL DR,WANATAH,IN,46390,1,272,KG,08,1800107
153,THURGOOD MARSHALL LEADERSHIP ACAD,2310 WEISSER PARK,FORT WAYNE,IN,46803,1,115,KG,08,1800121
154,WESTERN BOONE JR-SR HIGH SCHOOL,1205 N SR 75,THORNTOWN,IN,46071,3,795,07,12,1812990
155,FRANCIS W PARKER SCHOOL 56,2353 COLUMBIA AVE,INDIANAPOLIS,IN,46205,1,316,PK,08,1804770
156,SOUTHWESTERN MIDDLE SCHOOL,169 S MAIN CROSS ST,HANOVER,IN,47243,2,303,06,08,1810800
157,NORTHVIEW ELEMENTARY SCHOOL,725 E NORTH 'H' ST,GAS CITY,IN,46933,1,740,02,05,1806870
158,MONGER ELEMENTARY SCHOOL,1100 E HIVELY AVE,ELKHART,IN,46517,1,430,PK,06,1803270
159,CLEAR CREEK ELEMENTARY SCHOOL,300 CLEAR CREEK DR,BLOOMINGTON,IN,47403,1,403,PK,06,1800630
160,BARKER MIDDLE SCH,319 E BARKER RD,MICHIGAN CITY,IN,46360,2,455,07,08,1806570
161,TRI CENTRAL ELEMENTARY,2115 W 500 N,SHARPSVILLE,IN,46068,1,345,PK,05,1808040
162,NORTHWEST ELEMENTARY SCHOOL,4524 W 800 N,HUNTINGTON,IN,46750,1,308,KG,05,1804710
163,CARL J POLK ELEMENTARY SCHOOL,2460 VERMILLION ST,LAKE STATION,IN,46405,1,196,01,06,1802910
164,SOUTH CENTRAL JR & SR HS,6675 E HWY 11 SE,ELIZABETH,IN,47117,4,382,06,12,1810360
165,FAIRFIELD JR-SR HIGH SCHOOL,67530 US 33,GOSHEN,IN,46526,3,923,07,12,1803480
166,FOX HILL ELEMENTARY SCH,802 FOX HILL DR,INDIANAPOLIS,IN,46228,1,806,KG,05,1812720
167,HELTONVILLE ELEMENTARY SCHOOL,580 DIAMOND RD,HELTONVILLE,IN,47436,1,95,KG,05,1807860
168,THOMAS A EDISON ELEM SCH,7025 MADISON AVE,HAMMOND,IN,46324,1,696,PK,05,1804320
169,FARRINGTON GROVE ELEM SCH,1826 S 6TH ST,TERRE HAUTE,IN,47802,1,420,KG,05,1812090
170,NEXUS ACADEMY OF INDIANAPOLIS,6101 N KEYSTONE AVE-STE 302,INDIANAPOLIS,IN,46220,3,109,09,12,1800136
171,SMITH ACADEMY FOR EXCELLENCE,725 W WASHINGTON BLVD,FORT WAYNE,IN,46802,4,63,03,11,1800131
172,CARPE DIEM - MERIDIAN CAMPUS,2240 N MERIDIAN ST,INDIANAPOLIS,IN,46208,4,225,06,12,1800125
173,CRESTDALE ELEMENTARY SCHOOL,701 CRESTDALE DR,RICHMOND,IN,47374,1,483,PK,04,1809510
174,BRADIE SHRUM ELEMENTARY,11101 N SHELBY ST,SALEM,IN,47167,1,909,KG,05,1809810
175,PROMISE ROAD ELEMENTARY,14975 PROMISE RD,NOBLESVILLE,IN,46060,1,678,KG,05,1807650
176,CHANDLER ELEMENTARY SCHOOL,419 S 8TH ST,GOSHEN,IN,46526,1,484,KG,05,1803930
177,EAGLE PARK COMMUNITY SCHOOL,2150 W 97TH PL,CROWN POINT,IN,46307,4,102,KG,12,1808320
178,COOKS CORNERS ELEMENTARY SCHOOL,358 BULLSEYE LAKE RD,VALPARAISO,IN,46383,1,264,KG,05,1811970
179,OAK TRACE ELEMENTARY SCH,16504 OAK RIDGE RD,WESTFIELD,IN,46074,1,579,PK,04,1813080
180,ANDERSON ELEMENTARY SCHOOL,2035 S RAIBLE AVE,ANDERSON,IN,46011,1,607,KG,05,1800150
181,GREENFIELD INTERMEDIATE SCHOOL,204 W PARK AVE,GREENFIELD,IN,46140,2,524,04,06,1804050
182,SIGNATURE SCHOOL INC,610 MAIN ST,EVANSVILLE,IN,47708,3,331,09,12,1800021
183,TECUMSEH JR-SR HIGH SCH,5244 W SR 68,LYNNVILLE,IN,47619,3,438,07,12,1812390
184,HERITAGE INTERMEDIATE SCHOOL,56647 NORTHRIDGE DR,MIDDLEBURY,IN,46540,1,697,03,05,1806600
185,WILLIAMSPORT ELEMENTARY SCH,206 E MONROE ST,WILLIAMSPORT,IN,47993,1,168,KG,06,1806080
186,SAND CREEK ELEMENTARY SCH,1450 W CR 500 N,NORTH VERNON,IN,47265,1,488,PK,06,1805190
187,NORTH LIBERTY SCHOOL,400 SCHOOL DR,NORTH LIBERTY,IN,46554,1,531,KG,06,1809120
188,HUNTINGTON NORTH HIGH SCHOOL,450 MACGAHAN ST,HUNTINGTON,IN,46750,3,1680,09,12,1804710
189,UNIVERSITY HEIGHTS PREPARATORY ACD,3919 MADISON AVE STE 100,INDIANAPOLIS,IN,46227,4,179,06,12,1800031
190,CENTRAL ELEMENTARY SCHOOL,1000 MAIN ST,BEECH GROVE,IN,46107,1,468,02,03,1800450
191,CENTRAL ELEMENTARY SCHOOL,305 FRANKLIN ST,VALPARAISO,IN,46383,1,371,KG,05,1811970
192,EDGAR L MILLER ELEM SCH,5901 WAITE ST,MERRILLVILLE,IN,46410,1,355,KG,04,1809690
193,NORTH JUDSON-SAN PIERRE HIGH SCH,1 BLUEJAY DR,NORTH JUDSON,IN,46366,3,382,09,12,1807800
194,ELKHART CENTRAL HIGH SCHOOL,1 BLAZER BLVD,ELKHART,IN,46516,3,1861,09,12,1803270
195,EAST NOBLE MIDDLE SCHOOL,401 E DIAMOND ST,KENDALLVILLE,IN,46755,2,581,07,08,1802970
196,NORTH SIDE ELEMENTARY SCHOOL,905 N PLUM ST,UNION CITY,IN,47390,1,514,PK,06,1803180
197,HATFIELD ELEMENTARY SCHOOL,1081 TEKE BURTON DR,MITCHELL,IN,47446,1,398,PK,02,1806900
198,MT COMFORT ELEMENTARY SCHOOL,5694 W 300 N,GREENFIELD,IN,46140,1,538,PK,05,1807260
199,SOUTHRIDGE ELEMENTARY SCHOOL,9221 JOHNSTON ST,HIGHLAND,IN,46322,1,383,KG,05,1804560
200,KOLLING ELEMENTARY SCHOOL,8801 WICKER AVE,SAINT JOHN,IN,46373,1,637,PK,04,1805450
201,TAYLOR HIGH SCHOOL,3794 E CR 300 S,KOKOMO,IN,46902,3,442,09,12,1811250
202,UNION ELEMENTARY SCHOOL,8707 W US HWY 36   148,MODOC,IN,47358,1,162,KG,06,1811730
203,CROOKED CREEK ELEMENTARY SCH,2150 KESSLER BLVD W DR,INDIANAPOLIS,IN,46228,1,700,KG,05,1812720
204,WHITE RIVER ELEMENTARY SCHOOL,19000 CUMBERLAND RD,NOBLESVILLE,IN,46060,1,721,PK,05,1807650
205,PIERCETON ELEMENTARY SCHOOL,307 W SCHOOL ST,PIERCETON,IN,46562,1,348,PK,05,1813230
206,VIRGIL I GRISSOM MIDDLE SCH,13881 KERN RD,MISHAWAKA,IN,46544,2,599,06,08,1808760
207,LACROSSE SCHOOL,11 N MICHIGAN ST,LACROSSE,IN,46348,3,112,09,12,1800107
208,ARLINGTON WOODS ELEMENTARY SCHOOL,5801 E 30TH ST,INDIANAPOLIS,IN,46218,1,486,KG,06,1804770
209,RENSSELAER MIDDLE SCHOOL,1106 BOMBER BLVD,RENSSELAER,IN,47978,2,379,06,08,1809420
210,ELDON READY ELEMENTARY SCHOOL,1345 N BROAD ST,GRIFFITH,IN,46319,1,434,KG,06,1804170
211,ACHIEVE VIRTUAL EDUCATION ACADEMY,1250 N HIGH SCHOOL RD,INDIANAPOLIS,IN,46214,3,175,09,12,1812810
212,WILLIAM HENRY HARRISON HIGH SCH,5701 N 50 W,WEST LAFAYETTE,IN,47906,3,1775,09,12,1811340
213,SILVER CREEK PRIMARY SCHOOL,8604 COMMERCE PARK DR,SELLERSBURG,IN,47172,1,433,PK,01,1809370
214,CENTRAL MIDDLE SCHOOL,303 E SUPERIOR,KOKOMO,IN,46901,2,517,06,08,1805370
215,WALDRON JR-SR HIGH SCHOOL,102 N EAST ST,WALDRON,IN,46182,4,355,06,12,1803210
216,NORTH CLAY MIDDLE SCHOOL,3450 W SR 340,BRAZIL,IN,47834,2,852,06,08,1800840
217,MEDORA ELEMENTARY SCHOOL,82 S GEORGE,MEDORA,IN,47260,1,105,PK,05,1801230
218,PERRY MERIDIAN 6TH GRADE ACADEMY,202 W MERIDIAN SCHOOL RD,INDIANAPOLIS,IN,46217,2,569,06,06,1808820
219,WILLOWCREEK MIDDLE SCHOOL,5962 CENTRAL AVE,PORTAGE,IN,46368,2,1148,06,08,1809150
220,KEY LEARNING COMMUNITY JR HIGH SCH,777 S WHITE RIVER PKWY W DR,INDIANAPOLIS,IN,46221,2,143,06,08,1804770
221,TRI-ELEMENTARY SCHOOL,6972 S SR 103,STRAUGHN,IN,47387,1,387,KG,06,1810380
222,SOUTHEAST FOUNTAIN ELEMENTARY,780 E US HWY 136,VEEDERSBURG,IN,47987,1,561,KG,06,1810620
223,SUMMIT ELEMENTARY SCHOOL,1450 W COUNTRYSIDE LN,BLOOMINGTON,IN,47403,1,554,PK,06,1800630
